nom,prix,image_url,product_url,date_scraping,categorie
Cloche,2.150,https://cdn.geantdrive.tn/tunis-city/978404-home_default/cloche.jpg,https://www.geantdrive.tn/tunis-city/accessoires-de-cuisine-et-de-patisserie/87794-cloche.html,2026-02-03 08:17:59,maison
Boîte de conservation ...,2.190,https://cdn.geantdrive.tn/tunis-city/1076292-home_default/boite-de-conservation-rectangulaire.jpg,https://www.geantdrive.tn/tunis-city/boites-de-conservation/96579-boite-de-conservation-rectangulaire.html,2026-02-03 08:18:00,maison
Sous verre,2.190,https://cdn.geantdrive.tn/tunis-city/1321992-home_default/sous-verre.jpg,https://www.geantdrive.tn/tunis-city/deco-et-cadeaux/130850-sous-verre.html,2026-02-03 08:18:00,maison
Bol à crème,2.190,https://cdn.geantdrive.tn/tunis-city/1200592-home_default/bol-a-creme.jpg,https://www.geantdrive.tn/tunis-city/saladiers-bols-et-coupes/76278-bol-a-creme.html,2026-02-03 08:18:00,maison
Corbeille pour bureau,2.190,https://cdn.geantdrive.tn/tunis-city/1271000-home_default/corbeille-pour-bureau.jpg,https://www.geantdrive.tn/tunis-city/bassines-egouttoirs-et-accessoires/105357-corbeille-pour-bureau.html,2026-02-03 08:18:00,maison
Porte bougie,2.200,https://cdn.geantdrive.tn/tunis-city/1149426-home_default/porte-bougie.jpg,https://www.geantdrive.tn/tunis-city/deco-et-cadeaux/54786-porte-bougie.html,2026-02-03 08:18:00,maison
Saladier,2.290,https://cdn.geantdrive.tn/tunis-city/1268982-home_default/saladier.jpg,https://www.geantdrive.tn/tunis-city/assiettes-couverts-et-gobelets/39211-saladier.html,2026-02-03 08:18:00,maison
Moule à glaçons,2.290,https://cdn.geantdrive.tn/tunis-city/1342785-home_default/moule-a-glacons.jpg,https://www.geantdrive.tn/tunis-city/accessoires-de-cuisine-et-de-patisserie/141912-moule-a-glacons.html,2026-02-03 08:18:00,maison
Assiettes,2.300,https://cdn.geantdrive.tn/tunis-city/1152964-home_default/assiettes.jpg,https://www.geantdrive.tn/tunis-city/assiettes-couverts-et-gobelets/50238-assiettes.html,2026-02-03 08:18:01,maison
Assiettes,2.300,https://cdn.geantdrive.tn/tunis-city/1152969-home_default/assiettes.jpg,https://www.geantdrive.tn/tunis-city/assiettes-couverts-et-gobelets/48199-assiettes.html,2026-02-03 08:18:01,maison
Assiettes,2.300,https://cdn.geantdrive.tn/tunis-city/1151563-home_default/assiettes.jpg,https://www.geantdrive.tn/tunis-city/assiettes-couverts-et-gobelets/48192-assiettes.html,2026-02-03 08:18:01,maison
Assiettes,2.300,https://cdn.geantdrive.tn/tunis-city/1151565-home_default/assiettes.jpg,https://www.geantdrive.tn/tunis-city/assiettes-couverts-et-gobelets/48193-assiettes.html,2026-02-03 08:18:01,maison
Bol classique,2.350,https://cdn.geantdrive.tn/tunis-city/1269443-home_default/bol-classique.jpg,https://www.geantdrive.tn/tunis-city/saladiers-bols-et-coupes/104628-bol-classique.html,2026-02-03 08:18:01,maison
Bol classique,2.350,https://cdn.geantdrive.tn/tunis-city/1279577-home_default/bol-classique.jpg,https://www.geantdrive.tn/tunis-city/saladiers-bols-et-coupes/109470-bol-classique.html,2026-02-03 08:18:01,maison
Bol classique,2.350,https://cdn.geantdrive.tn/tunis-city/1297686-home_default/bol-classique.jpg,https://www.geantdrive.tn/tunis-city/saladiers-bols-et-coupes/117125-bol-classique.html,2026-02-03 08:18:01,maison
Bol classique,2.350,https://cdn.geantdrive.tn/tunis-city/1297688-home_default/bol-classique.jpg,https://www.geantdrive.tn/tunis-city/saladiers-bols-et-coupes/117127-bol-classique.html,2026-02-03 08:18:01,maison
